fingerprint,minutia,x,y,angle
G064X1I_1_1,v9,387,429,229.0
G064X1I_1_1,v10,538,376,220.0
G064X1I_1_1,v11,647,260,222.0
G064X1I_1_1,v12,615,370,218.0
G065X6I_1_1,v0,416,414,80.0
G065X6I_1_1,v1,440,423,68.0
G065X6I_1_1,v2,467,406,47.0
G065X6I_1_1,v3,433,345,47.0
G065X6I_1_1,v4,392,367,35.0
G065X6I_1_1,v5,500,250,38.0
G065X6I_1_1,v6,418,305,25.0
G065X6I_1_1,v7,372,382,18.0
G065X6I_1_1,v8,380,215,355.0
G065X6I_1_1,v9,345,303,339.0
G065X6I_1_1,v10,333,355,330.0
G065X6I_1_1,v11,297,489,318.0
G065X6I_1_1,v12,322,255,320.0
G065X6I_1_1,v13,441,484,313.0
G065X6I_1_1,v14,278,412,310.0
G065X6I_1_1,v15,297,258,310.0
G065X6I_1_1,v16,270,236,308.0
G065X6I_1_1,v17,280,366,308.0
G065X6I_1_1,v18,423,488,301.0
G065X6I_1_1,v19,233,430,296.0
G065X6I_1_1,v20,414,476,287.0
G065X6I_1_1,v21,483,407,227.0
G065X6I_1_1,v22,397,389,202.0
G065X6I_1_1,v23,303,435,136.0
G065X6I_1_1,v24,224,376,112.0
G066X4I_1_1,v0,403,331,34.0
G066X4I_1_1,v1,413,313,23.0
G066X4I_1_1,v2,345,462,20.0
G066X4I_1_1,v3,369,355,354.0
G066X4I_1_1,v4,343,293,348.0
G066X4I_1_1,v5,329,444,331.0
G066X4I_1_1,v6,311,348,327.0
G066X4I_1_1,v7,387,350,164.0
G066X4I_1_1,v8,324,339,148.0
G066X4I_1_1,v9,309,333,147.0
G066X4I_1_1,v10,383,435,146.0
G068X6I_1_1,v0,447,411,88.0
G068X6I_1_1,v1,510,440,81.0
G068X6I_1_1,v2,493,381,73.0
G068X6I_1_1,v3,513,397,66.0
G068X6I_1_1,v4,547,422,64.0
G068X6I_1_1,v5,493,350,58.0
G068X6I_1_1,v6,462,352,53.0
G068X6I_1_1,v7,539,329,54.0
G068X6I_1_1,v8,432,365,48.0
G068X6I_1_1,v9,464,316,35.0
G068X6I_1_1,v10,548,265,26.0
G068X6I_1_1,v11,437,313,19.0
G068X6I_1_1,v12,499,268,22.0
G068X6I_1_1,v13,505,249,22.0
G068X6I_1_1,v14,422,331,8.0
G068X6I_1_1,v15,431,262,354.0
G068X6I_1_1,v16,471,218,350.0
G068X6I_1_1,v17,429,255,353.0
G068X6I_1_1,v18,409,307,347.0
G068X6I_1_1,v19,469,190,346.0
G068X6I_1_1,v20,412,189,341.0
G068X6I_1_1,v21,451,163,336.0
G068X6I_1_1,v22,399,245,337.0
G068X6I_1_1,v23,404,383,334.0
G068X6I_1_1,v24,361,237,327.0
G068X6I_1_1,v25,365,311,331.0
G068X6I_1_1,v26,393,129,321.0
G068X6I_1_1,v27,346,518,325.0
G068X6I_1_1,v28,384,524,325.0
G068X6I_1_1,v29,445,145,325.0
G068X6I_1_1,v30,304,289,317.0
G068X6I_1_1,v31,357,133,315.0
G068X6I_1_1,v32,283,247,313.0
G068X6I_1_1,v33,373,97,311.0
G068X6I_1_1,v34,296,497,312.0
G068X6I_1_1,v35,402,468,308.0
G068X6I_1_1,v36,344,455,302.0
G068X6I_1_1,v37,305,462,294.0
G068X6I_1_1,v38,509,261,193.0
G068X6I_1_1,v39,444,333,190.0
G068X6I_1_1,v40,450,261,183.0
G068X6I_1_1,v41,427,388,165.0
G068X6I_1_1,v42,451,175,159.0
G068X6I_1_1,v43,246,245,139.0
G068X6I_1_1,v44,377,117,138.0
G068X6I_1_1,v45,430,469,132.0
G068X6I_1_1,v46,267,317,129.0
G068X6I_1_1,v47,403,449,126.0
G068X6I_1_1,v48,325,333,128.0
G068X6I_1_1,v49,277,227,127.0
G068X6I_1_1,v50,333,379,120.0
G069X7I_1_1,v0,324,454,87.0
G069X7I_1_1,v1,335,400,80.0
G069X7I_1_1,v2,362,433,75.0
G069X7I_1_1,v3,353,531,74.0
G069X7I_1_1,v4,363,472,73.0
G069X7I_1_1,v5,354,382,67.0
G069X7I_1_1,v6,424,425,55.0
G069X7I_1_1,v7,386,538,55.0
G069X7I_1_1,v8,378,512,257.0
G069X7I_1_1,v9,394,479,252.0
G069X7I_1_1,v10,285,532,137.0
G069X7I_1_1,v11,322,545,123.0
G069X7I_1_1,v12,309,484,105.0
G069X7I_1_1,v13,320,514,101.0
G069X7I_1_1,v14,330,490,90.0
G069X7I_1_1,v15,315,420,93.0
G070X2I_1_1,v0,457,402,84.0
G070X2I_1_1,v1,636,268,78.0
G070X2I_1_1,v2,645,246,57.0
G070X2I_1_1,v3,425,428,14.0
G070X2I_1_1,v4,571,204,330.0
G070X2I_1_1,v5,416,380,315.0
G070X2I_1_1,v6,433,301,312.0
G070X2I_1_1,v7,479,332,293.0
G070X2I_1_1,v8,557,320,282.0
G070X2I_1_1,v9,540,409,278.0
G070X2I_1_1,v10,526,441,261.0
G070X2I_1_1,v11,589,438,256.0
G070X2I_1_1,v12,471,428,249.0
G070X2I_1_1,v13,491,444,238.0
G070X2I_1_1,v14,515,455,224.0
G070X2I_1_1,v15,474,457,204.0
G070X2I_1_1,v16,510,481,203.0
G070X2I_1_1,v17,483,478,201.0
G070X2I_1_1,v18,463,488,187.0
G070X2I_1_1,v19,648,189,189.0
G070X2I_1_1,v20,636,230,167.0
G070X2I_1_1,v21,565,191,143.0
G070X2I_1_1,v22,468,263,135.0
G070X2I_1_1,v23,418,315,139.0
G070X2I_1_1,v24,442,309,132.0
G070X2I_1_1,v25,478,192,134.0
G070X2I_1_1,v26,452,337,127.0
G070X2I_1_1,v27,443,381,126.0
G070X2I_1_1,v28,463,350,123.0
G070X2I_1_1,v29,536,233,123.0
G070X2I_1_1,v30,474,291,121.0
G070X2I_1_1,v31,621,249,116.0
G070X2I_1_1,v32,505,273,118.0
G070X2I_1_1,v33,490,331,108.0
G070X2I_1_1,v34,566,258,109.0
G070X2I_1_1,v35,526,297,107.0
G070X2I_1_1,v36,565,281,103.0
G070X2I_1_1,v37,575,294,99.0
G070X2I_1_1,v38,591,260,100.0
G070X2I_1_1,v39,624,262,91.0
G070X2I_1_1,v40,623,301,92.0
G071X2I_1_1,v0,415,482,77.0
G071X2I_1_1,v1,432,479,69.0
G071X2I_1_1,v2,412,552,71.0
G071X2I_1_1,v3,446,476,69.0
G071X2I_1_1,v4,414,536,63.0
G071X2I_1_1,v5,396,594,305.0
G071X2I_1_1,v6,385,413,303.0
G071X2I_1_1,v7,350,611,303.0
G071X2I_1_1,v8,339,579,297.0
G071X2I_1_1,v9,476,471,274.0
G071X2I_1_1,v10,441,551,243.0
G071X2I_1_1,v11,429,560,240.0
G071X2I_1_1,v12,480,511,237.0
G071X2I_1_1,v13,470,517,227.0
G071X2I_1_1,v14,441,558,221.0
G071X2I_1_1,v15,464,542,213.0
G071X2I_1_1,v16,431,579,155.0
G071X2I_1_1,v17,463,576,151.0
G071X2I_1_1,v18,488,551,137.0
G071X2I_1_1,v19,414,396,132.0
G071X2I_1_1,v20,409,370,133.0
G071X2I_1_1,v21,490,519,126.0
G071X2I_1_1,v22,354,422,116.0
G071X2I_1_1,v23,337,495,115.0
G071X2I_1_1,v24,375,499,105.0
G071X2I_1_1,v25,395,457,104.0
G071X2I_1_1,v26,476,449,92.0
G072X1I_1_1,v0,297,439,88.0
G072X1I_1_1,v1,506,390,85.0
G072X1I_1_1,v2,510,360,69.0
G072X1I_1_1,v3,320,467,51.0
G072X1I_1_1,v4,287,466,55.0
G072X1I_1_1,v5,356,471,46.0
G072X1I_1_1,v6,653,353,38.0
G072X1I_1_1,v7,378,466,38.0
G072X1I_1_1,v8,274,481,25.0
G072X1I_1_1,v9,400,507,21.0
G072X1I_1_1,v10,269,499,20.0
G072X1I_1_1,v11,434,504,12.0
G072X1I_1_1,v12,431,548,8.0
G072X1I_1_1,v13,447,570,7.0
G072X1I_1_1,v14,251,460,310.0
G072X1I_1_1,v15,259,473,315.0
G072X1I_1_1,v16,501,374,235.0
G072X1I_1_1,v17,305,488,235.0
G072X1I_1_1,v18,408,465,229.0
G072X1I_1_1,v19,383,504,225.0
G072X1I_1_1,v20,343,529,224.0
G072X1I_1_1,v21,456,325,220.0
G072X1I_1_1,v22,653,327,221.0
G072X1I_1_1,v23,409,503,218.0
G072X1I_1_1,v24,302,497,211.0
G072X1I_1_1,v25,396,528,210.0
G072X1I_1_1,v26,682,369,207.0
G072X1I_1_1,v27,370,555,205.0
G072X1I_1_1,v28,357,581,201.0
G072X1I_1_1,v29,436,524,200.0
G072X1I_1_1,v30,429,568,192.0
G072X1I_1_1,v31,395,604,187.0
G072X1I_1_1,v32,275,549,187.0
G072X1I_1_1,v33,427,320,182.0
G072X1I_1_1,v34,305,395,136.0
G072X1I_1_1,v35,278,429,131.0
G072X1I_1_1,v36,281,449,129.0
G072X1I_1_1,v37,290,429,116.0
G072X1I_1_1,v38,529,419,96.0
G073X8I_1_1,v0,450,340,83.0
G073X8I_1_1,v1,386,306,82.0
G073X8I_1_1,v2,451,403,82.0
G073X8I_1_1,v3,461,387,72.0
G073X8I_1_1,v4,402,300,72.0
G073X8I_1_1,v5,493,351,69.0
G073X8I_1_1,v6,489,279,63.0
G073X8I_1_1,v7,352,332,66.0
G073X8I_1_1,v8,430,280,62.0
G073X8I_1_1,v9,586,259,54.0
G073X8I_1_1,v10,596,337,41.0
G073X8I_1_1,v11,367,291,356.0
G073X8I_1_1,v12,419,458,338.0
G073X8I_1_1,v13,365,280,333.0
G073X8I_1_1,v14,453,449,329.0
G073X8I_1_1,v15,420,443,320.0
G073X8I_1_1,v16,405,439,313.0
G073X8I_1_1,v17,347,280,306.0
G073X8I_1_1,v18,391,396,301.0
G073X8I_1_1,v19,366,333,292.0
G073X8I_1_1,v20,423,380,278.0
G073X8I_1_1,v21,497,390,252.0
G073X8I_1_1,v22,356,358,242.0
G073X8I_1_1,v23,597,310,228.0
G073X8I_1_1,v24,585,170,228.0
G073X8I_1_1,v25,489,440,224.0
G073X8I_1_1,v26,552,463,201.0
G073X8I_1_1,v27,516,478,195.0
G073X8I_1_1,v28,482,449,190.0
G073X8I_1_1,v29,379,384,135.0
G073X8I_1_1,v30,414,398,121.0
G073X8I_1_1,v31,311,259,117.0
G073X8I_1_1,v32,395,343,115.0
G073X8I_1_1,v33,370,306,107.0
G073X8I_1_1,v34,374,314,112.0
G073X8I_1_1,v35,408,339,105.0
G073X8I_1_1,v36,418,344,103.0
G073X8I_1_1,v37,435,375,97.0
G073X8I_1_1,v38,427,334,90.0
G074X3I_1_1,v0,455,444,53.0
G074X3I_1_1,v1,435,429,316.0
G074X3I_1_1,v2,401,374,316.0
G074X3I_1_1,v3,485,480,228.0
G074X3I_1_1,v4,380,525,213.0
G074X3I_1_1,v5,467,529,204.0
G074X3I_1_1,v6,432,534,205.0
G074X3I_1_1,v7,466,350,193.0
G074X3I_1_1,v8,448,292,182.0
G074X3I_1_1,v9,423,358,132.0
G074X3I_1_1,v10,333,371,118.0
G074X3I_1_1,v11,362,391,109.0
G075X3I_1_1,v0,509,359,85.0
G075X3I_1_1,v1,390,371,77.0
G075X3I_1_1,v2,377,402,70.0
G075X3I_1_1,v3,408,411,53.0
G075X3I_1_1,v4,439,367,49.0
G075X3I_1_1,v5,434,298,41.0
G075X3I_1_1,v6,352,461,12.0
G075X3I_1_1,v7,339,491,338.0
G075X3I_1_1,v8,472,403,321.0
G075X3I_1_1,v9,398,403,254.0
G075X3I_1_1,v10,389,429,243.0
G075X3I_1_1,v11,432,425,228.0
G075X3I_1_1,v12,402,469,223.0
G075X3I_1_1,v13,420,464,223.0
G075X3I_1_1,v14,374,458,221.0
G075X3I_1_1,v15,491,235,215.0
G075X3I_1_1,v16,464,335,217.0
G075X3I_1_1,v17,454,314,219.0
G075X3I_1_1,v18,454,503,196.0
G075X3I_1_1,v19,442,287,194.0
G075X3I_1_1,v20,350,547,178.0
G075X3I_1_1,v21,402,285,139.0
G075X3I_1_1,v22,497,375,121.0
G075X3I_1_1,v23,504,388,105.0
G075X3I_1_1,v24,384,343,95.0
G075X3I_1_1,v25,364,369,90.0
G076X3I_1_1,v0,460,423,88.0
G076X3I_1_1,v1,480,440,86.0
G076X3I_1_1,v2,516,474,86.0
G076X3I_1_1,v3,407,410,75.0
G076X3I_1_1,v4,411,402,77.0
G076X3I_1_1,v5,540,437,74.0
G076X3I_1_1,v6,304,484,70.0
G076X3I_1_1,v7,358,451,67.0
G076X3I_1_1,v8,513,355,60.0
G076X3I_1_1,v9,534,316,58.0
G076X3I_1_1,v10,294,527,60.0
G076X3I_1_1,v11,391,436,43.0
G076X3I_1_1,v12,391,458,36.0
G076X3I_1_1,v13,374,530,28.0
G076X3I_1_1,v14,300,564,20.0
G076X3I_1_1,v15,442,571,338.0
G076X3I_1_1,v16,334,300,326.0
G076X3I_1_1,v17,288,287,316.0
G076X3I_1_1,v18,260,331,305.0
G076X3I_1_1,v19,308,371,308.0
G076X3I_1_1,v20,499,539,282.0
G076X3I_1_1,v21,323,526,239.0
G076X3I_1_1,v22,501,360,234.0
G076X3I_1_1,v23,487,321,224.0
G076X3I_1_1,v24,411,473,209.0
G076X3I_1_1,v25,399,541,204.0
G076X3I_1_1,v26,339,570,207.0
G076X3I_1_1,v27,422,449,183.0
G076X3I_1_1,v28,427,481,176.0
G076X3I_1_1,v29,409,351,161.0
G076X3I_1_1,v30,471,535,137.0
G076X3I_1_1,v31,323,346,127.0
G076X3I_1_1,v32,269,353,125.0
G076X3I_1_1,v33,452,469,109.0
G076X3I_1_1,v34,286,391,112.0
G076X3I_1_1,v35,271,432,104.0
G076X3I_1_1,v36,445,430,105.0
G076X3I_1_1,v37,502,504,105.0
G076X3I_1_1,v38,518,512,101.0
G076X3I_1_1,v39,325,426,92.0
G076X3I_1_1,v40,286,459,92.0
G077X1I_1_1,v0,487,541,23.0
G077X1I_1_1,v1,466,602,19.0
G077X1I_1_1,v2,476,594,21.0
G077X1I_1_1,v3,443,635,9.0
G077X1I_1_1,v4,438,450,342.0
G077X1I_1_1,v5,413,623,337.0
G077X1I_1_1,v6,380,377,335.0
G077X1I_1_1,v7,338,345,332.0
G077X1I_1_1,v8,379,609,327.0
G077X1I_1_1,v9,337,634,330.0
G077X1I_1_1,v10,384,449,321.0
G077X1I_1_1,v11,293,625,321.0
G077X1I_1_1,v12,399,576,317.0
G077X1I_1_1,v13,326,309,317.0
G077X1I_1_1,v14,365,582,317.0
G077X1I_1_1,v15,327,379,315.0
G077X1I_1_1,v16,285,581,315.0
G077X1I_1_1,v17,265,475,307.0
G077X1I_1_1,v18,336,553,306.0
G077X1I_1_1,v19,569,409,209.0
G077X1I_1_1,v20,545,443,204.0
G077X1I_1_1,v21,513,454,194.0
G077X1I_1_1,v22,494,409,187.0
G077X1I_1_1,v23,386,353,151.0
G077X1I_1_1,v24,317,339,141.0
G077X1I_1_1,v25,371,368,139.0
G077X1I_1_1,v26,392,574,134.0
G077X1I_1_1,v27,385,511,133.0
G077X1I_1_1,v28,264,403,132.0
G077X1I_1_1,v29,341,356,123.0
G078X3I_1_1,v0,409,483,81.0
G078X3I_1_1,v1,497,515,74.0
G078X3I_1_1,v2,505,457,73.0
G078X3I_1_1,v3,541,501,72.0
G078X3I_1_1,v4,413,469,66.0
G078X3I_1_1,v5,523,345,48.0
G078X3I_1_1,v6,415,459,39.0
G078X3I_1_1,v7,460,537,33.0
G078X3I_1_1,v8,338,450,304.0
G078X3I_1_1,v9,485,489,247.0
G078X3I_1_1,v10,507,542,246.0
G078X3I_1_1,v11,496,537,239.0
G078X3I_1_1,v12,509,435,233.0
G078X3I_1_1,v13,483,512,236.0
G078X3I_1_1,v14,476,514,225.0
G078X3I_1_1,v15,529,310,223.0
G078X3I_1_1,v16,455,422,214.0
G078X3I_1_1,v17,484,536,211.0
G078X3I_1_1,v18,479,570,207.0
G078X3I_1_1,v19,501,561,205.0
G078X3I_1_1,v20,499,555,205.0
G078X3I_1_1,v21,415,362,174.0
G078X3I_1_1,v22,354,425,126.0
G079X1I_1_1,v0,350,302,87.0
G079X1I_1_1,v1,490,364,81.0
G079X1I_1_1,v2,306,336,83.0
G079X1I_1_1,v3,248,371,80.0
G079X1I_1_1,v4,462,292,78.0
G079X1I_1_1,v5,492,410,74.0
G079X1I_1_1,v6,435,259,73.0
G079X1I_1_1,v7,490,306,73.0
G079X1I_1_1,v8,472,246,62.0
G079X1I_1_1,v9,544,303,61.0
G079X1I_1_1,v10,523,379,61.0
G079X1I_1_1,v11,336,390,51.0
G079X1I_1_1,v12,554,208,53.0
G079X1I_1_1,v13,324,422,39.0
G079X1I_1_1,v14,379,199,23.0
G079X1I_1_1,v15,318,464,14.0
G079X1I_1_1,v16,364,394,7.0
G079X1I_1_1,v17,338,210,8.0
G079X1I_1_1,v18,527,550,350.0
G079X1I_1_1,v19,466,473,350.0
G079X1I_1_1,v20,436,492,345.0
G079X1I_1_1,v21,362,493,345.0
G079X1I_1_1,v22,436,563,340.0
G079X1I_1_1,v23,389,447,333.0
G079X1I_1_1,v24,460,456,323.0
G079X1I_1_1,v25,392,348,296.0
G079X1I_1_1,v26,229,416,266.0
G079X1I_1_1,v27,318,336,268.0
G079X1I_1_1,v28,486,442,263.0
G079X1I_1_1,v29,386,313,249.0
G079X1I_1_1,v30,468,288,250.0
G079X1I_1_1,v31,562,360,243.0
G079X1I_1_1,v32,530,392,242.0
G079X1I_1_1,v33,211,460,242.0
G079X1I_1_1,v34,256,470,240.0
G079X1I_1_1,v35,543,279,239.0
G079X1I_1_1,v36,234,510,231.0
G079X1I_1_1,v37,325,443,234.0
G079X1I_1_1,v38,510,447,231.0
G079X1I_1_1,v39,584,208,234.0
G079X1I_1_1,v40,268,494,222.0
G079X1I_1_1,v41,261,504,222.0
G079X1I_1_1,v42,296,493,222.0
G079X1I_1_1,v43,500,195,217.0
G079X1I_1_1,v44,368,410,214.0
G079X1I_1_1,v45,332,478,210.0
G079X1I_1_1,v46,218,501,209.0
G079X1I_1_1,v47,581,454,204.0
G079X1I_1_1,v48,309,514,194.0
G079X1I_1_1,v49,553,489,188.0
G079X1I_1_1,v50,439,578,182.0
G079X1I_1_1,v51,370,270,185.0
G079X1I_1_1,v52,377,218,183.0
G079X1I_1_1,v53,345,183,169.0
G079X1I_1_1,v54,440,550,169.0
G079X1I_1_1,v55,486,489,165.0
G079X1I_1_1,v56,500,446,165.0
G079X1I_1_1,v57,391,408,158.0
G079X1I_1_1,v58,410,374,137.0
G079X1I_1_1,v59,430,411,138.0
G079X1I_1_1,v60,479,426,113.0
G079X1I_1_1,v61,426,354,117.0
G079X1I_1_1,v62,420,314,110.0
G079X1I_1_1,v63,340,289,103.0
G079X1I_1_1,v64,476,404,106.0
G079X1I_1_1,v65,322,298,103.0
G079X1I_1_1,v66,437,311,96.0
G079X1I_1_1,v67,449,357,99.0
G080X8I_1_1,v0,407,344,58.0
G080X8I_1_1,v1,361,345,37.0
G080X8I_1_1,v2,290,484,8.0
G080X8I_1_1,v3,333,449,2.0
G080X8I_1_1,v4,336,356,359.0
G080X8I_1_1,v5,352,311,354.0
G080X8I_1_1,v6,297,445,349.0
G080X8I_1_1,v7,304,423,344.0
G080X8I_1_1,v8,316,404,332.0
G080X8I_1_1,v9,299,407,313.0
G080X8I_1_1,v10,267,415,305.0
G080X8I_1_1,v11,316,354,309.0
G080X8I_1_1,v12,285,407,303.0
G080X8I_1_1,v13,475,303,241.0
G080X8I_1_1,v14,451,415,235.0
G080X8I_1_1,v15,423,335,235.0
G080X8I_1_1,v16,423,434,224.0
G080X8I_1_1,v17,381,437,220.0
G080X8I_1_1,v18,365,422,211.0
G080X8I_1_1,v19,393,323,211.0
G080X8I_1_1,v20,416,456,203.0
G080X8I_1_1,v21,415,479,195.0
G080X8I_1_1,v22,353,451,185.0
G080X8I_1_1,v23,341,433,174.0
G080X8I_1_1,v24,303,354,118.0
G081X1I_1_1,v0,607,614,89.0
G081X1I_1_1,v1,438,566,76.0
G081X1I_1_1,v2,416,602,72.0
G081X1I_1_1,v3,450,569,62.0
G081X1I_1_1,v4,441,624,56.0
G081X1I_1_1,v5,444,651,55.0
G081X1I_1_1,v6,488,633,39.0
G081X1I_1_1,v7,463,467,33.0
G081X1I_1_1,v8,473,655,27.0
G081X1I_1_1,v9,523,673,338.0
G081X1I_1_1,v10,518,602,241.0
G081X1I_1_1,v11,499,568,237.0
G081X1I_1_1,v12,564,545,231.0
G081X1I_1_1,v13,458,649,236.0
G081X1I_1_1,v14,502,665,210.0
G081X1I_1_1,v15,483,481,212.0
G081X1I_1_1,v16,516,621,207.0
G081X1I_1_1,v17,453,507,194.0
G081X1I_1_1,v18,536,676,174.0
G081X1I_1_1,v19,537,620,149.0
G081X1I_1_1,v20,550,645,134.0
G081X1I_1_1,v21,419,545,121.0
G081X1I_1_1,v22,578,629,97.0
G081X1I_1_1,v23,555,608,98.0
G082X6I_1_1,v0,604,378,81.0
G082X6I_1_1,v1,544,347,75.0
G082X6I_1_1,v2,520,328,69.0
G082X6I_1_1,v3,331,418,72.0
G082X6I_1_1,v4,571,317,57.0
G082X6I_1_1,v5,356,423,48.0
G082X6I_1_1,v6,532,302,38.0
G082X6I_1_1,v7,518,278,14.0
G082X6I_1_1,v8,444,346,10.0
G082X6I_1_1,v9,374,497,2.0
G082X6I_1_1,v10,582,564,356.0
G082X6I_1_1,v11,393,565,359.0
G082X6I_1_1,v12,566,517,350.0
G082X6I_1_1,v13,431,535,350.0
G082X6I_1_1,v14,441,310,349.0
G082X6I_1_1,v15,386,459,348.0
G082X6I_1_1,v16,587,537,347.0
G082X6I_1_1,v17,540,532,348.0
G082X6I_1_1,v18,596,483,338.0
G082X6I_1_1,v19,608,511,340.0
G082X6I_1_1,v20,610,464,332.0
G082X6I_1_1,v21,488,506,328.0
G082X6I_1_1,v22,469,503,325.0
G082X6I_1_1,v23,506,502,324.0
G082X6I_1_1,v24,369,191,322.0
G082X6I_1_1,v25,551,491,319.0
G082X6I_1_1,v26,582,484,320.0
G082X6I_1_1,v27,354,334,312.0
G082X6I_1_1,v28,310,185,312.0
G082X6I_1_1,v29,530,479,315.0
G082X6I_1_1,v30,280,148,311.0
G082X6I_1_1,v31,196,227,308.0
G082X6I_1_1,v32,267,226,309.0
G082X6I_1_1,v33,286,126,306.0
G082X6I_1_1,v34,251,150,304.0
G082X6I_1_1,v35,243,116,299.0
G082X6I_1_1,v36,345,330,299.0
G082X6I_1_1,v37,232,425,295.0
G082X6I_1_1,v38,417,414,297.0
G082X6I_1_1,v39,403,382,290.0
G082X6I_1_1,v40,387,405,281.0
G082X6I_1_1,v41,320,491,225.0
G082X6I_1_1,v42,292,474,208.0
G082X6I_1_1,v43,331,518,203.0
G082X6I_1_1,v44,363,533,192.0
G082X6I_1_1,v45,421,601,183.0
G082X6I_1_1,v46,534,510,177.0
G082X6I_1_1,v47,412,462,174.0
G082X6I_1_1,v48,597,521,168.0
G082X6I_1_1,v49,615,495,153.0
G082X6I_1_1,v50,309,232,131.0
G082X6I_1_1,v51,276,186,131.0
G082X6I_1_1,v52,267,435,132.0
G082X6I_1_1,v53,368,331,129.0
G082X6I_1_1,v54,216,340,129.0
G082X6I_1_1,v55,345,291,123.0
G082X6I_1_1,v56,448,369,120.0
G082X6I_1_1,v57,287,292,122.0
G082X6I_1_1,v58,263,362,113.0
G082X6I_1_1,v59,280,370,102.0
G082X6I_1_1,v60,558,405,101.0
G082X6I_1_1,v61,299,350,97.0
G082X6I_1_1,v62,618,423,98.0
G083X8I_1_1,v0,424,416,85.0
G083X8I_1_1,v1,435,382,74.0
G083X8I_1_1,v2,491,461,70.0
G083X8I_1_1,v3,500,380,72.0
G083X8I_1_1,v4,490,242,51.0
G083X8I_1_1,v5,415,336,38.0
G083X8I_1_1,v6,397,384,34.0
G083X8I_1_1,v7,418,274,8.0
G083X8I_1_1,v8,388,368,4.0
G083X8I_1_1,v9,351,579,356.0
G083X8I_1_1,v10,400,565,354.0
G083X8I_1_1,v11,313,576,345.0
G083X8I_1_1,v12,336,567,339.0
G083X8I_1_1,v13,397,548,332.0
G083X8I_1_1,v14,363,275,335.0
G083X8I_1_1,v15,344,545,322.0
G083X8I_1_1,v16,319,553,325.0
G083X8I_1_1,v17,334,317,313.0
G083X8I_1_1,v18,390,534,307.0
G083X8I_1_1,v19,475,401,248.0
G083X8I_1_1,v20,512,287,232.0
G083X8I_1_1,v21,418,298,163.0
G083X8I_1_1,v22,332,281,126.0
G083X8I_1_1,v23,309,436,121.0
G083X8I_1_1,v24,385,404,107.0
G083X8I_1_1,v25,411,468,112.0
G083X8I_1_1,v26,408,419,94.0
G084X6I_1_1,v0,445,339,85.0
G084X6I_1_1,v1,459,444,83.0
G084X6I_1_1,v2,466,382,83.0
G084X6I_1_1,v3,466,274,69.0
G084X6I_1_1,v4,480,442,61.0
G084X6I_1_1,v5,468,250,54.0
G084X6I_1_1,v6,381,268,24.0
G084X6I_1_1,v7,336,256,332.0
G084X6I_1_1,v8,336,206,324.0
G084X6I_1_1,v9,379,454,299.0
G084X6I_1_1,v10,297,420,295.0
G084X6I_1_1,v11,495,479,243.0
G084X6I_1_1,v12,522,477,238.0
G084X6I_1_1,v13,473,491,231.0
G084X6I_1_1,v14,495,516,188.0
G084X6I_1_1,v15,338,194,142.0
G084X6I_1_1,v16,374,317,114.0
G084X6I_1_1,v17,374,382,114.0
G084X6I_1_1,v18,383,323,111.0
G084X6I_1_1,v19,443,414,103.0
G084X6I_1_1,v20,401,391,105.0
G084X6I_1_1,v21,426,355,100.0
G084X6I_1_1,v22,391,311,94.0
G084X6I_1_1,v23,414,319,92.0
G085X2I_1_1,v0,485,433,58.0
G085X2I_1_1,v1,503,418,57.0
G085X2I_1_1,v2,545,396,48.0
G085X2I_1_1,v3,532,356,34.0
G085X2I_1_1,v4,498,378,33.0
G085X2I_1_1,v5,503,363,26.0
G085X2I_1_1,v6,389,568,345.0
G085X2I_1_1,v7,544,407,221.0
G085X2I_1_1,v8,526,376,208.0
G085X2I_1_1,v9,537,347,208.0
G085X2I_1_1,v10,470,330,183.0
G085X2I_1_1,v11,436,276,175.0
G085X2I_1_1,v12,457,246,176.0
G085X2I_1_1,v13,431,578,167.0
G085X2I_1_1,v14,448,356,159.0
G085X2I_1_1,v15,463,501,133.0
G085X2I_1_1,v16,397,423,125.0
G085X2I_1_1,v17,482,522,122.0
G085X2I_1_1,v18,462,475,113.0
G085X2I_1_1,v19,386,461,114.0
G085X2I_1_1,v20,504,540,115.0
G085X2I_1_1,v21,378,512,116.0
G086X9I_1_1,v0,384,466,83.0
G086X9I_1_1,v1,460,168,5.0
G086X9I_1_1,v2,459,222,0.0
G086X9I_1_1,v3,403,208,347.0
G086X9I_1_1,v4,411,319,328.0
G086X9I_1_1,v5,355,306,309.0
G086X9I_1_1,v6,376,337,301.0
G086X9I_1_1,v7,329,351,291.0
G086X9I_1_1,v8,434,498,290.0
G086X9I_1_1,v9,424,480,283.0
G086X9I_1_1,v10,394,404,280.0
G086X9I_1_1,v11,426,453,275.0
G086X9I_1_1,v12,361,446,275.0
G086X9I_1_1,v13,391,521,259.0
G086X9I_1_1,v14,415,476,264.0
G086X9I_1_1,v15,402,509,263.0
G086X9I_1_1,v16,523,191,196.0
G086X9I_1_1,v17,489,216,180.0
G086X9I_1_1,v18,408,287,152.0
G086X9I_1_1,v19,409,300,135.0
G086X9I_1_1,v20,347,304,121.0
G086X9I_1_1,v21,466,517,116.0
G086X9I_1_1,v22,446,449,108.0
G086X9I_1_1,v23,449,480,111.0
G086X9I_1_1,v24,306,372,99.0
G086X9I_1_1,v25,318,421,99.0
G086X9I_1_1,v26,394,439,90.0
