fingerprint,X,Y,Angle,Type
G059X1I_1_1,451,174,214.0,End
G059X1I_1_1,256,561,217.0,End
G059X1I_1_1,490,251,214.0,End
G059X1I_1_1,475,311,207.0,End
G059X1I_1_1,404,568,203.0,Bifurcation
G059X1I_1_1,616,512,207.0,Bifurcation
G059X1I_1_1,638,499,202.0,End
G059X1I_1_1,399,190,188.0,End
G059X1I_1_1,390,211,187.0,End
G059X1I_1_1,437,238,189.0,End
G059X1I_1_1,401,284,183.0,End
G059X1I_1_1,394,310,180.0,End
G059X1I_1_1,358,266,175.0,End
G059X1I_1_1,393,393,170.0,End
G059X1I_1_1,675,516,167.0,End
G059X1I_1_1,332,238,166.0,End
G059X1I_1_1,372,364,163.0,End
G059X1I_1_1,672,576,158.0,Bifurcation
G059X1I_1_1,304,165,159.0,End
G059X1I_1_1,292,108,156.0,End
G059X1I_1_1,257,156,151.0,End
G059X1I_1_1,641,509,148.0,End
G059X1I_1_1,272,287,145.0,End
G059X1I_1_1,598,534,146.0,End
G059X1I_1_1,198,351,127.0,End
G059X1I_1_1,515,520,119.0,End
G059X1I_1_1,264,370,119.0,End
G059X1I_1_1,213,400,117.0,End
G059X1I_1_1,557,463,92.0,End
G060X1I_1_1,510,403,80.0,Bifurcation
G060X1I_1_1,619,441,75.0,Bifurcation
G060X1I_1_1,593,407,62.0,Bifurcation
G060X1I_1_1,442,412,52.0,End
G060X1I_1_1,538,274,33.0,End
G060X1I_1_1,483,302,18.0,Bifurcation
G060X1I_1_1,425,223,17.0,End
G060X1I_1_1,385,252,2.0,End
G060X1I_1_1,436,446,355.0,Bifurcation
G060X1I_1_1,226,634,352.0,End
G060X1I_1_1,364,249,350.0,Bifurcation
G060X1I_1_1,469,471,347.0,Bifurcation
G060X1I_1_1,237,620,340.0,Bifurcation
G060X1I_1_1,304,297,332.0,Bifurcation
G060X1I_1_1,572,601,330.0,End
G060X1I_1_1,235,593,322.0,Bifurcation
G060X1I_1_1,207,572,321.0,Bifurcation
G060X1I_1_1,267,559,319.0,End
G060X1I_1_1,366,580,228.0,Bifurcation
G060X1I_1_1,333,603,211.0,End
G060X1I_1_1,315,582,211.0,Bifurcation
G060X1I_1_1,522,206,207.0,End
G060X1I_1_1,604,251,203.0,End
G060X1I_1_1,492,219,200.0,End
G060X1I_1_1,505,258,202.0,End
G060X1I_1_1,471,157,197.0,Bifurcation
G060X1I_1_1,471,289,195.0,End
G060X1I_1_1,323,658,184.0,End
G060X1I_1_1,382,262,169.0,Bifurcation
G060X1I_1_1,403,242,174.0,End
G060X1I_1_1,350,288,152.0,End
G060X1I_1_1,320,319,145.0,End
G060X1I_1_1,343,343,139.0,Bifurcation
G060X1I_1_1,521,448,110.0,Bifurcation
G060X1I_1_1,531,426,92.0,End
G061X4I_1_1,373,433,85.0,End
G061X4I_1_1,298,424,83.0,End
G061X4I_1_1,346,400,74.0,Bifurcation
G061X4I_1_1,305,491,56.0,End
G061X4I_1_1,306,543,38.0,End
G061X4I_1_1,376,465,266.0,Bifurcation
G061X4I_1_1,395,484,259.0,End
G061X4I_1_1,349,440,254.0,Bifurcation
G061X4I_1_1,353,468,248.0,End
G061X4I_1_1,309,479,247.0,Bifurcation
G061X4I_1_1,375,504,246.0,Bifurcation
G061X4I_1_1,347,530,232.0,Bifurcation
G061X4I_1_1,292,547,231.0,End
G061X4I_1_1,313,531,230.0,Bifurcation
G061X4I_1_1,335,536,225.0,End
G061X4I_1_1,328,588,210.0,End
G061X4I_1_1,371,566,211.0,End
G061X4I_1_1,339,366,200.0,Bifurcation
G061X4I_1_1,343,266,189.0,End
G062X9I_1_1,447,383,67.0,Bifurcation
G062X9I_1_1,417,398,52.0,Bifurcation
G062X9I_1_1,435,350,46.0,End
G062X9I_1_1,441,332,39.0,End
G062X9I_1_1,406,266,6.0,End
G062X9I_1_1,401,310,354.0,End
G062X9I_1_1,397,341,344.0,End
G062X9I_1_1,371,370,318.0,Bifurcation
G062X9I_1_1,390,515,299.0,End
G062X9I_1_1,437,385,203.0,End
G062X9I_1_1,441,347,187.0,End
G062X9I_1_1,410,321,160.0,End
G062X9I_1_1,413,343,156.0,Bifurcation
G062X9I_1_1,416,466,113.0,End
G062X9I_1_1,443,487,111.0,End
G062X9I_1_1,403,431,108.0,End
G062X9I_1_1,412,419,99.0,End
G063X2I_1_1,347,535,86.0,End
G063X2I_1_1,439,467,81.0,End
G063X2I_1_1,441,454,78.0,Bifurcation
G063X2I_1_1,505,415,62.0,End
G063X2I_1_1,479,347,27.0,End
G063X2I_1_1,430,243,1.0,End
G063X2I_1_1,413,384,344.0,End
G063X2I_1_1,399,326,343.0,End
G063X2I_1_1,339,333,333.0,Bifurcation
G063X2I_1_1,339,376,316.0,End
G063X2I_1_1,491,379,199.0,End
G063X2I_1_1,463,313,171.0,End
G063X2I_1_1,457,406,163.0,End
G063X2I_1_1,427,378,152.0,End
G063X2I_1_1,394,340,155.0,End
G063X2I_1_1,307,317,150.0,Bifurcation
G063X2I_1_1,291,461,136.0,End
G063X2I_1_1,337,357,138.0,End
G063X2I_1_1,319,398,127.0,End
G063X2I_1_1,326,453,119.0,End
G063X2I_1_1,324,509,123.0,End
G063X2I_1_1,355,461,113.0,End
G063X2I_1_1,363,433,117.0,End
G063X2I_1_1,332,522,106.0,End
G063X2I_1_1,372,449,103.0,End
G063X2I_1_1,391,446,104.0,End
G063X2I_1_1,389,498,90.0,End
G064X1I_1_1,364,296,77.0,End
G064X1I_1_1,343,303,75.0,End
G064X1I_1_1,414,321,51.0,End
G064X1I_1_1,409,307,46.0,End
G064X1I_1_1,511,328,40.0,Bifurcation
G064X1I_1_1,676,325,33.0,End
G064X1I_1_1,397,302,354.0,Bifurcation
G064X1I_1_1,571,238,233.0,Bifurcation
G064X1I_1_1,542,256,227.0,Bifurcation
G064X1I_1_1,387,429,229.0,End
G064X1I_1_1,538,376,220.0,Bifurcation
G064X1I_1_1,647,260,222.0,End
G064X1I_1_1,615,370,218.0,End
G065X6I_1_1,416,414,80.0,Bifurcation
G065X6I_1_1,440,423,68.0,End
G065X6I_1_1,467,406,47.0,End
G065X6I_1_1,433,345,47.0,End
G065X6I_1_1,392,367,35.0,Bifurcation
G065X6I_1_1,500,250,38.0,Bifurcation
G065X6I_1_1,418,305,25.0,End
G065X6I_1_1,372,382,18.0,End
G065X6I_1_1,380,215,355.0,End
G065X6I_1_1,345,303,339.0,End
G065X6I_1_1,333,355,330.0,End
G065X6I_1_1,297,489,318.0,Bifurcation
G065X6I_1_1,322,255,320.0,End
G065X6I_1_1,441,484,313.0,Bifurcation
G065X6I_1_1,278,412,310.0,Bifurcation
G065X6I_1_1,297,258,310.0,End
G065X6I_1_1,270,236,308.0,End
G065X6I_1_1,280,366,308.0,End
G065X6I_1_1,423,488,301.0,End
G065X6I_1_1,233,430,296.0,Bifurcation
G065X6I_1_1,414,476,287.0,Bifurcation
G065X6I_1_1,483,407,227.0,Bifurcation
G065X6I_1_1,397,389,202.0,End
G065X6I_1_1,303,435,136.0,Bifurcation
G065X6I_1_1,224,376,112.0,Bifurcation
G066X4I_1_1,403,331,34.0,End
G066X4I_1_1,413,313,23.0,End
G066X4I_1_1,345,462,20.0,End
G066X4I_1_1,369,355,354.0,End
G066X4I_1_1,343,293,348.0,Bifurcation
G066X4I_1_1,329,444,331.0,End
G066X4I_1_1,311,348,327.0,End
G066X4I_1_1,387,350,164.0,End
G066X4I_1_1,324,339,148.0,End
G066X4I_1_1,309,333,147.0,End
G066X4I_1_1,383,435,146.0,End
G068X6I_1_1,447,411,88.0,End
G068X6I_1_1,510,440,81.0,Bifurcation
G068X6I_1_1,493,381,73.0,End
G068X6I_1_1,513,397,66.0,Bifurcation
G068X6I_1_1,547,422,64.0,Bifurcation
G068X6I_1_1,493,350,58.0,Bifurcation
G068X6I_1_1,462,352,53.0,Bifurcation
G068X6I_1_1,539,329,54.0,End
G068X6I_1_1,432,365,48.0,End
G068X6I_1_1,464,316,35.0,Bifurcation
G068X6I_1_1,548,265,26.0,End
G068X6I_1_1,437,313,19.0,Bifurcation
G068X6I_1_1,499,268,22.0,Bifurcation
G068X6I_1_1,505,249,22.0,End
G068X6I_1_1,422,331,8.0,Bifurcation
G068X6I_1_1,431,262,354.0,Bifurcation
G068X6I_1_1,471,218,350.0,End
G068X6I_1_1,429,255,353.0,End
G068X6I_1_1,409,307,347.0,Bifurcation
G068X6I_1_1,469,190,346.0,End
G068X6I_1_1,412,189,341.0,End
G068X6I_1_1,451,163,336.0,End
G068X6I_1_1,399,245,337.0,Bifurcation
G068X6I_1_1,404,383,334.0,Bifurcation
G068X6I_1_1,361,237,327.0,Bifurcation
G068X6I_1_1,365,311,331.0,Bifurcation
G068X6I_1_1,393,129,321.0,Bifurcation
G068X6I_1_1,346,518,325.0,End
G068X6I_1_1,384,524,325.0,End
G068X6I_1_1,445,145,325.0,Bifurcation
G068X6I_1_1,304,289,317.0,End
G068X6I_1_1,357,133,315.0,Bifurcation
G068X6I_1_1,283,247,313.0,End
G068X6I_1_1,373,97,311.0,Bifurcation
G068X6I_1_1,296,497,312.0,Bifurcation
G068X6I_1_1,402,468,308.0,End
G068X6I_1_1,344,455,302.0,End
G068X6I_1_1,305,462,294.0,End
G068X6I_1_1,509,261,193.0,Bifurcation
G068X6I_1_1,444,333,190.0,Bifurcation
G068X6I_1_1,450,261,183.0,Bifurcation
G068X6I_1_1,427,388,165.0,Bifurcation
G068X6I_1_1,451,175,159.0,End
G068X6I_1_1,246,245,139.0,End
G068X6I_1_1,377,117,138.0,Bifurcation
G068X6I_1_1,430,469,132.0,End
G068X6I_1_1,267,317,129.0,End
G068X6I_1_1,403,449,126.0,Bifurcation
G068X6I_1_1,325,333,128.0,Bifurcation
G068X6I_1_1,277,227,127.0,Bifurcation
G068X6I_1_1,333,379,120.0,Bifurcation
G069X7I_1_1,324,454,87.0,Bifurcation
G069X7I_1_1,335,400,80.0,End
G069X7I_1_1,362,433,75.0,End
G069X7I_1_1,353,531,74.0,End
G069X7I_1_1,363,472,73.0,Bifurcation
G069X7I_1_1,354,382,67.0,Bifurcation
G069X7I_1_1,424,425,55.0,Bifurcation
G069X7I_1_1,386,538,55.0,End
G069X7I_1_1,378,512,257.0,End
G069X7I_1_1,394,479,252.0,End
G069X7I_1_1,285,532,137.0,End
G069X7I_1_1,322,545,123.0,End
G069X7I_1_1,309,484,105.0,End
G069X7I_1_1,320,514,101.0,End
G069X7I_1_1,330,490,90.0,Bifurcation
G069X7I_1_1,315,420,93.0,Bifurcation
G070X2I_1_1,457,402,84.0,End
G070X2I_1_1,636,268,78.0,End
G070X2I_1_1,645,246,57.0,End
G070X2I_1_1,425,428,14.0,End
G070X2I_1_1,571,204,330.0,Bifurcation
G070X2I_1_1,416,380,315.0,End
G070X2I_1_1,433,301,312.0,End
G070X2I_1_1,479,332,293.0,End
G070X2I_1_1,557,320,282.0,Bifurcation
G070X2I_1_1,540,409,278.0,End
G070X2I_1_1,526,441,261.0,Bifurcation
G070X2I_1_1,589,438,256.0,End
G070X2I_1_1,471,428,249.0,End
G070X2I_1_1,491,444,238.0,End
G070X2I_1_1,515,455,224.0,End
G070X2I_1_1,474,457,204.0,End
G070X2I_1_1,510,481,203.0,Bifurcation
G070X2I_1_1,483,478,201.0,End
G070X2I_1_1,463,488,187.0,End
G070X2I_1_1,648,189,189.0,End
G070X2I_1_1,636,230,167.0,End
G070X2I_1_1,565,191,143.0,Bifurcation
G070X2I_1_1,468,263,135.0,End
G070X2I_1_1,418,315,139.0,End
G070X2I_1_1,442,309,132.0,End
G070X2I_1_1,478,192,134.0,Bifurcation
G070X2I_1_1,452,337,127.0,End
G070X2I_1_1,443,381,126.0,Bifurcation
G070X2I_1_1,463,350,123.0,End
G070X2I_1_1,536,233,123.0,End
G070X2I_1_1,474,291,121.0,End
G070X2I_1_1,621,249,116.0,Bifurcation
G070X2I_1_1,505,273,118.0,End
G070X2I_1_1,490,331,108.0,End
G070X2I_1_1,566,258,109.0,End
G070X2I_1_1,526,297,107.0,Bifurcation
G070X2I_1_1,565,281,103.0,Bifurcation
G070X2I_1_1,575,294,99.0,Bifurcation
G070X2I_1_1,591,260,100.0,Bifurcation
G070X2I_1_1,624,262,91.0,End
G070X2I_1_1,623,301,92.0,Bifurcation
G071X2I_1_1,415,482,77.0,End
G071X2I_1_1,432,479,69.0,Bifurcation
G071X2I_1_1,412,552,71.0,End
G071X2I_1_1,446,476,69.0,Bifurcation
G071X2I_1_1,414,536,63.0,End
G071X2I_1_1,396,594,305.0,End
G071X2I_1_1,385,413,303.0,End
G071X2I_1_1,350,611,303.0,End
G071X2I_1_1,339,579,297.0,End
G071X2I_1_1,476,471,274.0,End
G071X2I_1_1,441,551,243.0,End
G071X2I_1_1,429,560,240.0,End
G071X2I_1_1,480,511,237.0,End
G071X2I_1_1,470,517,227.0,End
G071X2I_1_1,441,558,221.0,End
G071X2I_1_1,464,542,213.0,Bifurcation
G071X2I_1_1,431,579,155.0,End
G071X2I_1_1,463,576,151.0,End
G071X2I_1_1,488,551,137.0,Bifurcation
G071X2I_1_1,414,396,132.0,Bifurcation
G071X2I_1_1,409,370,133.0,End
G071X2I_1_1,490,519,126.0,End
G071X2I_1_1,354,422,116.0,End
G071X2I_1_1,337,495,115.0,End
G071X2I_1_1,375,499,105.0,End
G071X2I_1_1,395,457,104.0,End
G071X2I_1_1,476,449,92.0,End
G072X1I_1_1,297,439,88.0,End
G072X1I_1_1,506,390,85.0,End
G072X1I_1_1,510,360,69.0,End
G072X1I_1_1,320,467,51.0,End
G072X1I_1_1,287,466,55.0,End
G072X1I_1_1,356,471,46.0,Bifurcation
G072X1I_1_1,653,353,38.0,End
G072X1I_1_1,378,466,38.0,Bifurcation
G072X1I_1_1,274,481,25.0,End
G072X1I_1_1,400,507,21.0,Bifurcation
G072X1I_1_1,269,499,20.0,End
G072X1I_1_1,434,504,12.0,End
G072X1I_1_1,431,548,8.0,End
G072X1I_1_1,447,570,7.0,End
G072X1I_1_1,251,460,310.0,End
G072X1I_1_1,259,473,315.0,Bifurcation
G072X1I_1_1,501,374,235.0,End
G072X1I_1_1,305,488,235.0,End
G072X1I_1_1,408,465,229.0,End
G072X1I_1_1,383,504,225.0,End
G072X1I_1_1,343,529,224.0,Bifurcation
G072X1I_1_1,456,325,220.0,End
G072X1I_1_1,653,327,221.0,Bifurcation
G072X1I_1_1,409,503,218.0,End
G072X1I_1_1,302,497,211.0,End
G072X1I_1_1,396,528,210.0,Bifurcation
G072X1I_1_1,682,369,207.0,End
G072X1I_1_1,370,555,205.0,End
G072X1I_1_1,357,581,201.0,End
G072X1I_1_1,436,524,200.0,End
G072X1I_1_1,429,568,192.0,End
G072X1I_1_1,395,604,187.0,Bifurcation
G072X1I_1_1,275,549,187.0,End
G072X1I_1_1,427,320,182.0,Bifurcation
G072X1I_1_1,305,395,136.0,Bifurcation
G072X1I_1_1,278,429,131.0,End
G072X1I_1_1,281,449,129.0,Bifurcation
G072X1I_1_1,290,429,116.0,Bifurcation
G072X1I_1_1,529,419,96.0,Bifurcation
G073X8I_1_1,450,340,83.0,Bifurcation
G073X8I_1_1,386,306,82.0,Bifurcation
G073X8I_1_1,451,403,82.0,Bifurcation
G073X8I_1_1,461,387,72.0,End
G073X8I_1_1,402,300,72.0,Bifurcation
G073X8I_1_1,493,351,69.0,Bifurcation
G073X8I_1_1,489,279,63.0,Bifurcation
G073X8I_1_1,352,332,66.0,Bifurcation
G073X8I_1_1,430,280,62.0,End
G073X8I_1_1,586,259,54.0,End
G073X8I_1_1,596,337,41.0,End
G073X8I_1_1,367,291,356.0,End
G073X8I_1_1,419,458,338.0,Bifurcation
G073X8I_1_1,365,280,333.0,End
G073X8I_1_1,453,449,329.0,Bifurcation
G073X8I_1_1,420,443,320.0,End
G073X8I_1_1,405,439,313.0,Bifurcation
G073X8I_1_1,347,280,306.0,End
G073X8I_1_1,391,396,301.0,Bifurcation
G073X8I_1_1,366,333,292.0,End
G073X8I_1_1,423,380,278.0,Bifurcation
G073X8I_1_1,497,390,252.0,Bifurcation
G073X8I_1_1,356,358,242.0,Bifurcation
G073X8I_1_1,597,310,228.0,Bifurcation
G073X8I_1_1,585,170,228.0,Bifurcation
G073X8I_1_1,489,440,224.0,Bifurcation
G073X8I_1_1,552,463,201.0,End
G073X8I_1_1,516,478,195.0,End
G073X8I_1_1,482,449,190.0,Bifurcation
G073X8I_1_1,379,384,135.0,Bifurcation
G073X8I_1_1,414,398,121.0,Bifurcation
G073X8I_1_1,311,259,117.0,End
G073X8I_1_1,395,343,115.0,Bifurcation
G073X8I_1_1,370,306,107.0,End
G073X8I_1_1,374,314,112.0,End
G073X8I_1_1,408,339,105.0,Bifurcation
G073X8I_1_1,418,344,103.0,Bifurcation
G073X8I_1_1,435,375,97.0,Bifurcation
G073X8I_1_1,427,334,90.0,Bifurcation
G074X3I_1_1,455,444,53.0,End
G074X3I_1_1,435,429,316.0,Bifurcation
G074X3I_1_1,401,374,316.0,End
G074X3I_1_1,485,480,228.0,End
G074X3I_1_1,380,525,213.0,Bifurcation
G074X3I_1_1,467,529,204.0,End
G074X3I_1_1,432,534,205.0,Bifurcation
G074X3I_1_1,466,350,193.0,End
G074X3I_1_1,448,292,182.0,End
G074X3I_1_1,423,358,132.0,Bifurcation
G074X3I_1_1,333,371,118.0,End
G074X3I_1_1,362,391,109.0,Bifurcation
G075X3I_1_1,509,359,85.0,End
G075X3I_1_1,390,371,77.0,Bifurcation
G075X3I_1_1,377,402,70.0,End
G075X3I_1_1,408,411,53.0,End
G075X3I_1_1,439,367,49.0,End
G075X3I_1_1,434,298,41.0,Bifurcation
G075X3I_1_1,352,461,12.0,End
G075X3I_1_1,339,491,338.0,End
G075X3I_1_1,472,403,321.0,End
G075X3I_1_1,398,403,254.0,Bifurcation
G075X3I_1_1,389,429,243.0,End
G075X3I_1_1,432,425,228.0,Bifurcation
G075X3I_1_1,402,469,223.0,End
G075X3I_1_1,420,464,223.0,End
G075X3I_1_1,374,458,221.0,End
G075X3I_1_1,491,235,215.0,Bifurcation
G075X3I_1_1,464,335,217.0,End
G075X3I_1_1,454,314,219.0,Bifurcation
G075X3I_1_1,454,503,196.0,End
G075X3I_1_1,442,287,194.0,Bifurcation
G075X3I_1_1,350,547,178.0,End
G075X3I_1_1,402,285,139.0,End
G075X3I_1_1,497,375,121.0,End
G075X3I_1_1,504,388,105.0,End
G075X3I_1_1,384,343,95.0,End
G075X3I_1_1,364,369,90.0,End
G076X3I_1_1,460,423,88.0,Bifurcation
G076X3I_1_1,480,440,86.0,End
G076X3I_1_1,516,474,86.0,Bifurcation
G076X3I_1_1,407,410,75.0,End
G076X3I_1_1,411,402,77.0,End
G076X3I_1_1,540,437,74.0,Bifurcation
G076X3I_1_1,304,484,70.0,End
G076X3I_1_1,358,451,67.0,Bifurcation
G076X3I_1_1,513,355,60.0,End
G076X3I_1_1,534,316,58.0,End
G076X3I_1_1,294,527,60.0,End
G076X3I_1_1,391,436,43.0,Bifurcation
G076X3I_1_1,391,458,36.0,Bifurcation
G076X3I_1_1,374,530,28.0,End
G076X3I_1_1,300,564,20.0,End
G076X3I_1_1,442,571,338.0,Bifurcation
G076X3I_1_1,334,300,326.0,End
G076X3I_1_1,288,287,316.0,Bifurcation
G076X3I_1_1,260,331,305.0,Bifurcation
G076X3I_1_1,308,371,308.0,End
G076X3I_1_1,499,539,282.0,End
G076X3I_1_1,323,526,239.0,End
G076X3I_1_1,501,360,234.0,End
G076X3I_1_1,487,321,224.0,Bifurcation
G076X3I_1_1,411,473,209.0,Bifurcation
G076X3I_1_1,399,541,204.0,End
G076X3I_1_1,339,570,207.0,End
G076X3I_1_1,422,449,183.0,Bifurcation
G076X3I_1_1,427,481,176.0,End
G076X3I_1_1,409,351,161.0,End
G076X3I_1_1,471,535,137.0,End
G076X3I_1_1,323,346,127.0,Bifurcation
G076X3I_1_1,269,353,125.0,End
G076X3I_1_1,452,469,109.0,Bifurcation
G076X3I_1_1,286,391,112.0,End
G076X3I_1_1,271,432,104.0,Bifurcation
G076X3I_1_1,445,430,105.0,Bifurcation
G076X3I_1_1,502,504,105.0,Bifurcation
G076X3I_1_1,518,512,101.0,End
G076X3I_1_1,325,426,92.0,Bifurcation
G076X3I_1_1,286,459,92.0,End
G077X1I_1_1,487,541,23.0,Bifurcation
G077X1I_1_1,466,602,19.0,End
G077X1I_1_1,476,594,21.0,End
G077X1I_1_1,443,635,9.0,Bifurcation
G077X1I_1_1,438,450,342.0,Bifurcation
G077X1I_1_1,413,623,337.0,Bifurcation
G077X1I_1_1,380,377,335.0,End
G077X1I_1_1,338,345,332.0,End
G077X1I_1_1,379,609,327.0,End
G077X1I_1_1,337,634,330.0,End
G077X1I_1_1,384,449,321.0,Bifurcation
G077X1I_1_1,293,625,321.0,Bifurcation
G077X1I_1_1,399,576,317.0,End
G077X1I_1_1,326,309,317.0,End
G077X1I_1_1,365,582,317.0,Bifurcation
G077X1I_1_1,327,379,315.0,Bifurcation
G077X1I_1_1,285,581,315.0,End
G077X1I_1_1,265,475,307.0,Bifurcation
G077X1I_1_1,336,553,306.0,End
G077X1I_1_1,569,409,209.0,End
G077X1I_1_1,545,443,204.0,End
G077X1I_1_1,513,454,194.0,Bifurcation
G077X1I_1_1,494,409,187.0,End
G077X1I_1_1,386,353,151.0,End
G077X1I_1_1,317,339,141.0,End
G077X1I_1_1,371,368,139.0,End
G077X1I_1_1,392,574,134.0,End
G077X1I_1_1,385,511,133.0,End
G077X1I_1_1,264,403,132.0,Bifurcation
G077X1I_1_1,341,356,123.0,End
G078X3I_1_1,409,483,81.0,Bifurcation
G078X3I_1_1,497,515,74.0,Bifurcation
G078X3I_1_1,505,457,73.0,End
G078X3I_1_1,541,501,72.0,End
G078X3I_1_1,413,469,66.0,End
G078X3I_1_1,523,345,48.0,Bifurcation
G078X3I_1_1,415,459,39.0,Bifurcation
G078X3I_1_1,460,537,33.0,Bifurcation
G078X3I_1_1,338,450,304.0,End
G078X3I_1_1,485,489,247.0,End
G078X3I_1_1,507,542,246.0,Bifurcation
G078X3I_1_1,496,537,239.0,End
G078X3I_1_1,509,435,233.0,End
G078X3I_1_1,483,512,236.0,Bifurcation
G078X3I_1_1,476,514,225.0,Bifurcation
G078X3I_1_1,529,310,223.0,End
G078X3I_1_1,455,422,214.0,Bifurcation
G078X3I_1_1,484,536,211.0,Bifurcation
G078X3I_1_1,479,570,207.0,End
G078X3I_1_1,501,561,205.0,End
G078X3I_1_1,499,555,205.0,End
G078X3I_1_1,415,362,174.0,End
G078X3I_1_1,354,425,126.0,Bifurcation
G079X1I_1_1,350,302,87.0,Bifurcation
G079X1I_1_1,490,364,81.0,End
G079X1I_1_1,306,336,83.0,End
G079X1I_1_1,248,371,80.0,Bifurcation
G079X1I_1_1,462,292,78.0,End
G079X1I_1_1,492,410,74.0,End
G079X1I_1_1,435,259,73.0,End
G079X1I_1_1,490,306,73.0,End
G079X1I_1_1,472,246,62.0,Bifurcation
G079X1I_1_1,544,303,61.0,End
G079X1I_1_1,523,379,61.0,End
G079X1I_1_1,336,390,51.0,Bifurcation
G079X1I_1_1,554,208,53.0,End
G079X1I_1_1,324,422,39.0,End
G079X1I_1_1,379,199,23.0,End
G079X1I_1_1,318,464,14.0,End
G079X1I_1_1,364,394,7.0,End
G079X1I_1_1,338,210,8.0,Bifurcation
G079X1I_1_1,527,550,350.0,End
G079X1I_1_1,466,473,350.0,End
G079X1I_1_1,436,492,345.0,End
G079X1I_1_1,362,493,345.0,End
G079X1I_1_1,436,563,340.0,End
G079X1I_1_1,389,447,333.0,Bifurcation
G079X1I_1_1,460,456,323.0,Bifurcation
G079X1I_1_1,392,348,296.0,Bifurcation
G079X1I_1_1,229,416,266.0,Bifurcation
G079X1I_1_1,318,336,268.0,Bifurcation
G079X1I_1_1,486,442,263.0,End
G079X1I_1_1,386,313,249.0,End
G079X1I_1_1,468,288,250.0,Bifurcation
G079X1I_1_1,562,360,243.0,End
G079X1I_1_1,530,392,242.0,End
G079X1I_1_1,211,460,242.0,End
G079X1I_1_1,256,470,240.0,End
G079X1I_1_1,543,279,239.0,End
G079X1I_1_1,234,510,231.0,End
G079X1I_1_1,325,443,234.0,Bifurcation
G079X1I_1_1,510,447,231.0,End
G079X1I_1_1,584,208,234.0,End
G079X1I_1_1,268,494,222.0,End
G079X1I_1_1,261,504,222.0,End
G079X1I_1_1,296,493,222.0,End
G079X1I_1_1,500,195,217.0,End
G079X1I_1_1,368,410,214.0,Bifurcation
G079X1I_1_1,332,478,210.0,End
G079X1I_1_1,218,501,209.0,Bifurcation
G079X1I_1_1,581,454,204.0,End
G079X1I_1_1,309,514,194.0,End
G079X1I_1_1,553,489,188.0,End
G079X1I_1_1,439,578,182.0,End
G079X1I_1_1,370,270,185.0,Bifurcation
G079X1I_1_1,377,218,183.0,End
G079X1I_1_1,345,183,169.0,End
G079X1I_1_1,440,550,169.0,End
G079X1I_1_1,486,489,165.0,End
G079X1I_1_1,500,446,165.0,End
G079X1I_1_1,391,408,158.0,Bifurcation
G079X1I_1_1,410,374,137.0,Bifurcation
G079X1I_1_1,430,411,138.0,End
G079X1I_1_1,479,426,113.0,End
G079X1I_1_1,426,354,117.0,Bifurcation
G079X1I_1_1,420,314,110.0,End
G079X1I_1_1,340,289,103.0,Bifurcation
G079X1I_1_1,476,404,106.0,End
G079X1I_1_1,322,298,103.0,Bifurcation
G079X1I_1_1,437,311,96.0,Bifurcation
G079X1I_1_1,449,357,99.0,Bifurcation
G080X8I_1_1,407,344,58.0,End
G080X8I_1_1,361,345,37.0,End
G080X8I_1_1,290,484,8.0,End
G080X8I_1_1,333,449,2.0,Bifurcation
G080X8I_1_1,336,356,359.0,End
G080X8I_1_1,352,311,354.0,Bifurcation
G080X8I_1_1,297,445,349.0,End
G080X8I_1_1,304,423,344.0,Bifurcation
G080X8I_1_1,316,404,332.0,Bifurcation
G080X8I_1_1,299,407,313.0,End
G080X8I_1_1,267,415,305.0,Bifurcation
G080X8I_1_1,316,354,309.0,Bifurcation
G080X8I_1_1,285,407,303.0,End
G080X8I_1_1,475,303,241.0,End
G080X8I_1_1,451,415,235.0,End
G080X8I_1_1,423,335,235.0,Bifurcation
G080X8I_1_1,423,434,224.0,End
G080X8I_1_1,381,437,220.0,Bifurcation
G080X8I_1_1,365,422,211.0,End
G080X8I_1_1,393,323,211.0,End
G080X8I_1_1,416,456,203.0,End
G080X8I_1_1,415,479,195.0,End
G080X8I_1_1,353,451,185.0,Bifurcation
G080X8I_1_1,341,433,174.0,Bifurcation
G080X8I_1_1,303,354,118.0,Bifurcation
G081X1I_1_1,607,614,89.0,Bifurcation
G081X1I_1_1,438,566,76.0,End
G081X1I_1_1,416,602,72.0,Bifurcation
G081X1I_1_1,450,569,62.0,Bifurcation
G081X1I_1_1,441,624,56.0,Bifurcation
G081X1I_1_1,444,651,55.0,Bifurcation
G081X1I_1_1,488,633,39.0,Bifurcation
G081X1I_1_1,463,467,33.0,Bifurcation
G081X1I_1_1,473,655,27.0,End
G081X1I_1_1,523,673,338.0,End
G081X1I_1_1,518,602,241.0,End
G081X1I_1_1,499,568,237.0,Bifurcation
G081X1I_1_1,564,545,231.0,Bifurcation
G081X1I_1_1,458,649,236.0,Bifurcation
G081X1I_1_1,502,665,210.0,Bifurcation
G081X1I_1_1,483,481,212.0,Bifurcation
G081X1I_1_1,516,621,207.0,End
G081X1I_1_1,453,507,194.0,Bifurcation
G081X1I_1_1,536,676,174.0,End
G081X1I_1_1,537,620,149.0,Bifurcation
G081X1I_1_1,550,645,134.0,Bifurcation
G081X1I_1_1,419,545,121.0,End
G081X1I_1_1,578,629,97.0,Bifurcation
