"","fingerprint","minutia","x","y","angle","score_change"
"B171X7I_1_1#v17","B171X7I_1_1","v17",457,511,209,0.143194353
"B171X7I_1_1#v18","B171X7I_1_1","v18",431,473,108,-0.19162073
"B171X7I_1_1#v19","B171X7I_1_1","v19",410,439,97,-0.084568127
"B171X7I_1_1#v20","B171X7I_1_1","v20",393,391,94,-0.154164606
"B172X1I_1_1#v0","B172X1I_1_1","v0",545,487,74,-0.123714249
"B172X1I_1_1#v1","B172X1I_1_1","v1",529,431,64,-0.381267654
"B172X1I_1_1#v2","B172X1I_1_1","v2",415,466,61,-0.229577535
"B172X1I_1_1#v3","B172X1I_1_1","v3",498,276,40,0.183069188
"B172X1I_1_1#v4","B172X1I_1_1","v4",460,311,41,0.10417022
"B172X1I_1_1#v5","B172X1I_1_1","v5",428,354,31,-0.032411717
"B172X1I_1_1#v6","B172X1I_1_1","v6",503,393,224,-0.279988465
"B172X1I_1_1#v7","B172X1I_1_1","v7",495,293,217,0.250390815
"B172X1I_1_1#v8","B172X1I_1_1","v8",458,372,212,-0.237431142
"B172X1I_1_1#v9","B172X1I_1_1","v9",435,410,196,-0.319002267
"B172X1I_1_1#v10","B172X1I_1_1","v10",502,507,97,-0.169479211
"B173X9I_1_1#v0","B173X9I_1_1","v0",270,324,81,-0.085891557
"B173X9I_1_1#v1","B173X9I_1_1","v1",480,300,70,0.043443665
"B173X9I_1_1#v2","B173X9I_1_1","v2",381,277,61,-0.035083503
"B173X9I_1_1#v3","B173X9I_1_1","v3",383,251,45,0.154719962
"B173X9I_1_1#v4","B173X9I_1_1","v4",267,438,355,0.046015915
"B173X9I_1_1#v5","B173X9I_1_1","v5",358,382,300,0.38245217
"B173X9I_1_1#v6","B173X9I_1_1","v6",421,315,247,-0.07447468
"B173X9I_1_1#v7","B173X9I_1_1","v7",280,350,243,0.028970321
"B173X9I_1_1#v8","B173X9I_1_1","v8",280,408,178,0.04330617
"B173X9I_1_1#v9","B173X9I_1_1","v9",312,358,148,-0.019212664
"B173X9I_1_1#v10","B173X9I_1_1","v10",361,415,137,0.37425828
"B173X9I_1_1#v11","B173X9I_1_1","v11",345,376,135,0.111380514
"B173X9I_1_1#v12","B173X9I_1_1","v12",349,352,129,-0.023797091
"B173X9I_1_1#v13","B173X9I_1_1","v13",368,361,120,-0.018206898
"B173X9I_1_1#v14","B173X9I_1_1","v14",346,323,122,0.201487728
"B173X9I_1_1#v15","B173X9I_1_1","v15",391,414,117,0.256054356
"B173X9I_1_1#v16","B173X9I_1_1","v16",384,375,117,-0.050379651
"B173X9I_1_1#v17","B173X9I_1_1","v17",423,361,99,0.024034264
"B173X9I_1_1#v18","B173X9I_1_1","v18",453,384,97,-0.102223128
"B173X9I_1_1#v19","B173X9I_1_1","v19",354,299,95,0.401912362
"B173X9I_1_1#v20","B173X9I_1_1","v20",403,330,95,-0.203019464
"B175X6I_1_1#v0","B175X6I_1_1","v0",482,445,9,-0.075581944
"B175X6I_1_1#v1","B175X6I_1_1","v1",451,408,347,-0.043710385
"B175X6I_1_1#v2","B175X6I_1_1","v2",433,469,342,-0.051228113
"B175X6I_1_1#v3","B175X6I_1_1","v3",421,392,334,-0.017321176
"B175X6I_1_1#v4","B175X6I_1_1","v4",394,468,322,-0.124515092
"B175X6I_1_1#v5","B175X6I_1_1","v5",266,421,319,0.082895686
"B175X6I_1_1#v6","B175X6I_1_1","v6",325,474,312,-0.182128986
"B175X6I_1_1#v7","B175X6I_1_1","v7",237,477,313,0.143627336
"B175X6I_1_1#v8","B175X6I_1_1","v8",381,344,315,0.108562064
"B175X6I_1_1#v9","B175X6I_1_1","v9",269,347,313,0.143627336
"B175X6I_1_1#v10","B175X6I_1_1","v10",449,377,152,0.112801432
"B175X6I_1_1#v11","B175X6I_1_1","v11",410,464,150,-0.180326797
"B175X6I_1_1#v12","B175X6I_1_1","v12",258,507,135,-0.014735697
"B175X6I_1_1#v13","B175X6I_1_1","v13",331,479,135,-0.12017218
"B175X6I_1_1#v14","B175X6I_1_1","v14",255,435,132,0.143627336
"B175X6I_1_1#v15","B175X6I_1_1","v15",424,542,126,-0.099144064
"B175X6I_1_1#v16","B175X6I_1_1","v16",342,502,127,-0.145599673
"B175X6I_1_1#v17","B175X6I_1_1","v17",448,598,122,-0.033936269
"B175X6I_1_1#v18","B175X6I_1_1","v18",414,583,121,0.117238235
"B175X6I_1_1#v19","B175X6I_1_1","v19",448,577,121,-0.066456973
"B176X7I_1_1#v0","B176X7I_1_1","v0",529,430,77,0.01736607
"B176X7I_1_1#v1","B176X7I_1_1","v1",473,398,68,0.001177993
"B176X7I_1_1#v2","B176X7I_1_1","v2",501,351,50,-0.033960726
"B176X7I_1_1#v3","B176X7I_1_1","v3",477,360,45,-0.128458619
"B176X7I_1_1#v4","B176X7I_1_1","v4",538,406,34,0.01490955
"B176X7I_1_1#v5","B176X7I_1_1","v5",598,501,351,0.067528084
"B176X7I_1_1#v6","B176X7I_1_1","v6",540,527,344,0.070603272
"B176X7I_1_1#v7","B176X7I_1_1","v7",547,468,322,0.205344008
"B176X7I_1_1#v8","B176X7I_1_1","v8",519,482,315,0.035216235
"B176X7I_1_1#v9","B176X7I_1_1","v9",502,501,311,0.083991151
"B176X7I_1_1#v10","B176X7I_1_1","v10",553,400,220,-0.046016386
"B176X7I_1_1#v11","B176X7I_1_1","v11",579,449,207,0.029240858
"B176X7I_1_1#v12","B176X7I_1_1","v12",382,429,169,0.079853066
"B176X7I_1_1#v13","B176X7I_1_1","v13",406,452,159,0.097009389
"B176X7I_1_1#v14","B176X7I_1_1","v14",572,461,152,0.027816108
"B176X7I_1_1#v15","B176X7I_1_1","v15",552,452,150,0.12809555
"B177X6I_1_1#v0","B177X6I_1_1","v0",436,636,76,-0.066005939
"B177X6I_1_1#v1","B177X6I_1_1","v1",429,570,20,-0.355377485
"B177X6I_1_1#v2","B177X6I_1_1","v2",399,512,21,-0.323166131
"B177X6I_1_1#v3","B177X6I_1_1","v3",387,557,5,-0.222701614
"B177X6I_1_1#v4","B177X6I_1_1","v4",373,462,357,-0.304595632
"B177X6I_1_1#v5","B177X6I_1_1","v5",349,434,354,-0.351755647
"B177X6I_1_1#v6","B177X6I_1_1","v6",376,399,354,-0.042702184
"B177X6I_1_1#v7","B177X6I_1_1","v7",291,364,345,0.002409996
"B177X6I_1_1#v8","B177X6I_1_1","v8",312,426,343,-0.138785489
"B177X6I_1_1#v9","B177X6I_1_1","v9",321,526,341,-0.150997103
"B177X6I_1_1#v10","B177X6I_1_1","v10",377,279,339,0.196619627
"B177X6I_1_1#v11","B177X6I_1_1","v11",422,443,181,-0.013355878
"B177X6I_1_1#v12","B177X6I_1_1","v12",262,557,126,0.017446983
"B177X6I_1_1#v13","B177X6I_1_1","v13",270,581,124,0.09979028
"B179X2I_1_1#v0","B179X2I_1_1","v0",458,372,84,-0.209175366
"B179X2I_1_1#v1","B179X2I_1_1","v1",408,440,76,-0.237685574
"B179X2I_1_1#v2","B179X2I_1_1","v2",446,408,72,-0.245007149
"B179X2I_1_1#v3","B179X2I_1_1","v3",486,429,58,-0.237966453
"B179X2I_1_1#v4","B179X2I_1_1","v4",427,500,51,0.143998916
"B179X2I_1_1#v5","B179X2I_1_1","v5",498,429,47,-0.150455183
"B179X2I_1_1#v6","B179X2I_1_1","v6",384,510,329,-0.083223518
"B179X2I_1_1#v7","B179X2I_1_1","v7",360,513,329,-0.15608145
"B179X2I_1_1#v8","B179X2I_1_1","v8",351,481,319,0.128932458
"B179X2I_1_1#v9","B179X2I_1_1","v9",333,492,317,0.401574505
"B179X2I_1_1#v10","B179X2I_1_1","v10",313,452,308,0.135447441
"B179X2I_1_1#v11","B179X2I_1_1","v11",443,518,229,-0.168529129
"B179X2I_1_1#v12","B179X2I_1_1","v12",420,515,217,-0.143058496
"B179X2I_1_1#v13","B179X2I_1_1","v13",469,535,208,-0.385774094
"B179X2I_1_1#v14","B179X2I_1_1","v14",427,536,198,-0.147027597
"B179X2I_1_1#v15","B179X2I_1_1","v15",369,449,133,0.103173619
"B179X2I_1_1#v16","B179X2I_1_1","v16",336,421,128,0.201177484
"B179X2I_1_1#v17","B179X2I_1_1","v17",403,418,96,-0.108491543
"B180X4I_1_1#v0","B180X4I_1_1","v0",346,406,67,-0.12484357
"B180X4I_1_1#v1","B180X4I_1_1","v1",332,382,356,-0.038538424
"B180X4I_1_1#v2","B180X4I_1_1","v2",340,322,353,-0.34369585
"B180X4I_1_1#v3","B180X4I_1_1","v3",325,364,345,0.023693557
"B180X4I_1_1#v4","B180X4I_1_1","v4",411,315,211,-0.225231567
"B180X4I_1_1#v5","B180X4I_1_1","v5",356,383,187,-0.628749789
"B180X4I_1_1#v6","B180X4I_1_1","v6",360,296,182,-0.294373773
"B180X4I_1_1#v7","B180X4I_1_1","v7",334,396,112,-0.409067253
"B181X8I_1_1#v0","B181X8I_1_1","v0",435,348,88,-0.336363394
"B181X8I_1_1#v1","B181X8I_1_1","v1",464,254,74,0.213558566
"B181X8I_1_1#v2","B181X8I_1_1","v2",448,292,78,-0.23308013
"B181X8I_1_1#v3","B181X8I_1_1","v3",474,369,70,-0.150933078
"B181X8I_1_1#v4","B181X8I_1_1","v4",421,227,63,-0.192313162
"B181X8I_1_1#v5","B181X8I_1_1","v5",485,320,65,-0.125974217
"B181X8I_1_1#v6","B181X8I_1_1","v6",456,385,63,0.256918513
"B181X8I_1_1#v7","B181X8I_1_1","v7",455,394,67,0.466058816
"B181X8I_1_1#v8","B181X8I_1_1","v8",472,215,61,-0.190731601
"B181X8I_1_1#v9","B181X8I_1_1","v9",382,230,54,-0.139532526
"B181X8I_1_1#v10","B181X8I_1_1","v10",397,201,39,-0.173507737
"B181X8I_1_1#v11","B181X8I_1_1","v11",349,244,34,-0.037264464
"B181X8I_1_1#v12","B181X8I_1_1","v12",357,209,21,-0.040457422
"B181X8I_1_1#v13","B181X8I_1_1","v13",505,577,10,-0.122256058
"B181X8I_1_1#v14","B181X8I_1_1","v14",517,319,247,-0.20435932
"B181X8I_1_1#v15","B181X8I_1_1","v15",459,256,245,0.147293485
"B181X8I_1_1#v16","B181X8I_1_1","v16",362,251,209,-0.194717182
"B181X8I_1_1#v17","B181X8I_1_1","v17",513,498,193,-0.141708902
"B181X8I_1_1#v18","B181X8I_1_1","v18",493,474,191,-0.153676214
"B181X8I_1_1#v19","B181X8I_1_1","v19",483,556,172,-0.403849047
"B181X8I_1_1#v20","B181X8I_1_1","v20",414,416,115,-0.062960651
"B181X8I_1_1#v21","B181X8I_1_1","v21",455,430,113,0.102987306
"B182X7I_1_1#v0","B182X7I_1_1","v0",406,377,87,-0.725819601
"B182X7I_1_1#v1","B182X7I_1_1","v1",434,415,88,0.0815711
"B182X7I_1_1#v2","B182X7I_1_1","v2",476,432,73,0.350383638
"B182X7I_1_1#v3","B182X7I_1_1","v3",472,398,69,-0.266263666
"B182X7I_1_1#v4","B182X7I_1_1","v4",410,333,71,-0.40779234
"B182X7I_1_1#v5","B182X7I_1_1","v5",442,336,69,-0.394518689
"B182X7I_1_1#v6","B182X7I_1_1","v6",453,381,70,-0.209818682
"B182X7I_1_1#v7","B182X7I_1_1","v7",446,285,56,-0.287393368
"B182X7I_1_1#v8","B182X7I_1_1","v8",444,501,329,0.077972742
"B182X7I_1_1#v9","B182X7I_1_1","v9",466,472,324,-0.097080089
"B182X7I_1_1#v10","B182X7I_1_1","v10",442,487,309,0.107962008
"B182X7I_1_1#v11","B182X7I_1_1","v11",424,485,309,0.345120572
"B182X7I_1_1#v12","B182X7I_1_1","v12",347,443,299,0.282394357
"B182X7I_1_1#v13","B182X7I_1_1","v13",437,431,272,-0.270798143
"B182X7I_1_1#v14","B182X7I_1_1","v14",413,431,266,-0.099589582
"B182X7I_1_1#v15","B182X7I_1_1","v15",393,422,106,-0.049167486
"B182X7I_1_1#v16","B182X7I_1_1","v16",360,365,93,0.179153832
"B183X1I_1_1#v0","B183X1I_1_1","v0",320,328,88,-0.249609118
"B183X1I_1_1#v1","B183X1I_1_1","v1",341,312,86,-0.075088994
"B183X1I_1_1#v2","B183X1I_1_1","v2",353,301,75,0.019423772
"B183X1I_1_1#v3","B183X1I_1_1","v3",366,301,74,0.087897651
"B183X1I_1_1#v4","B183X1I_1_1","v4",371,289,69,0.118204638
"B183X1I_1_1#v5","B183X1I_1_1","v5",386,423,62,-0.12198609
"B183X1I_1_1#v6","B183X1I_1_1","v6",427,342,64,-0.153149415
"B183X1I_1_1#v7","B183X1I_1_1","v7",330,420,62,-0.175583901
"B183X1I_1_1#v8","B183X1I_1_1","v8",387,402,56,-0.267090157
"B183X1I_1_1#v9","B183X1I_1_1","v9",428,391,51,0.576252595
"B183X1I_1_1#v10","B183X1I_1_1","v10",331,297,312,-0.00025052
"B183X1I_1_1#v11","B183X1I_1_1","v11",329,402,261,-0.181430505
"B183X1I_1_1#v12","B183X1I_1_1","v12",444,427,243,0.217764981
"B183X1I_1_1#v13","B183X1I_1_1","v13",392,452,244,-0.170810278
"B183X1I_1_1#v14","B183X1I_1_1","v14",353,462,241,-0.057121187
"B183X1I_1_1#v15","B183X1I_1_1","v15",421,426,238,-0.157846641
"B183X1I_1_1#v16","B183X1I_1_1","v16",500,438,231,-0.051548631
"B183X1I_1_1#v17","B183X1I_1_1","v17",426,469,228,0.140105396
"B183X1I_1_1#v18","B183X1I_1_1","v18",541,446,221,0.12695878
"B183X1I_1_1#v19","B183X1I_1_1","v19",500,452,220,0.237189764
"B183X1I_1_1#v20","B183X1I_1_1","v20",500,480,209,0.228180417
"B183X1I_1_1#v21","B183X1I_1_1","v21",618,449,189,0.286990624
"B183X1I_1_1#v22","B183X1I_1_1","v22",552,501,187,0.016969767
"B183X1I_1_1#v23","B183X1I_1_1","v23",604,484,183,0.241497055
"B183X1I_1_1#v24","B183X1I_1_1","v24",667,445,180,0.137815652
"B185X7I_1_1#v0","B185X7I_1_1","v0",420,412,76,-0.220415162
"B185X7I_1_1#v1","B185X7I_1_1","v1",440,393,71,0.468432937
"B185X7I_1_1#v2","B185X7I_1_1","v2",441,369,52,0.585600494
"B185X7I_1_1#v3","B185X7I_1_1","v3",403,385,55,-0.409593413
"B185X7I_1_1#v4","B185X7I_1_1","v4",502,378,47,0.05199528
"B185X7I_1_1#v5","B185X7I_1_1","v5",469,359,46,1.333858928
"B185X7I_1_1#v6","B185X7I_1_1","v6",330,373,304,-0.328413547
"B185X7I_1_1#v7","B185X7I_1_1","v7",343,427,284,-0.152457087
"B185X7I_1_1#v8","B185X7I_1_1","v8",436,417,248,0.0472595
"B185X7I_1_1#v9","B185X7I_1_1","v9",336,385,107,-0.363601926
"B187X2I_1_1#v0","B187X2I_1_1","v0",378,429,348,0.126006274
"B187X2I_1_1#v1","B187X2I_1_1","v1",390,504,339,-0.154053527
"B187X2I_1_1#v2","B187X2I_1_1","v2",373,472,318,-0.078337632
"B187X2I_1_1#v3","B187X2I_1_1","v3",472,432,218,0.029615207
"B187X2I_1_1#v4","B187X2I_1_1","v4",484,394,218,0.068453075
"B187X2I_1_1#v5","B187X2I_1_1","v5",476,357,216,0.284407859
"B187X2I_1_1#v6","B187X2I_1_1","v6",444,488,214,0.150028207
"B187X2I_1_1#v7","B187X2I_1_1","v7",500,495,210,0.066997551
"B187X2I_1_1#v8","B187X2I_1_1","v8",490,259,212,0.073511696
"B187X2I_1_1#v9","B187X2I_1_1","v9",436,498,197,0.282640647
"B187X2I_1_1#v10","B187X2I_1_1","v10",533,488,199,0.088448443
"B187X2I_1_1#v11","B187X2I_1_1","v11",422,508,160,0.236726796
"B188X7I_1_1#v0","B188X7I_1_1","v0",403,397,88,0.038413065
"B188X7I_1_1#v1","B188X7I_1_1","v1",522,447,89,-0.125740776
"B188X7I_1_1#v2","B188X7I_1_1","v2",458,392,88,0.519306494
"B188X7I_1_1#v3","B188X7I_1_1","v3",468,377,86,0.143465387
"B188X7I_1_1#v4","B188X7I_1_1","v4",477,379,73,-0.049101443
"B188X7I_1_1#v5","B188X7I_1_1","v5",515,379,67,0.110059977
"B188X7I_1_1#v6","B188X7I_1_1","v6",500,379,65,0.051994624
"B188X7I_1_1#v7","B188X7I_1_1","v7",398,367,25,0.006239782
"B188X7I_1_1#v8","B188X7I_1_1","v8",412,427,277,-0.559877893
"B188X7I_1_1#v9","B188X7I_1_1","v9",431,409,253,0.39093931
"B188X7I_1_1#v10","B188X7I_1_1","v10",413,396,229,0.522359314
"B188X7I_1_1#v11","B188X7I_1_1","v11",473,481,120,-0.382792358
"B188X7I_1_1#v12","B188X7I_1_1","v12",379,400,114,0.019320513
"B188X7I_1_1#v13","B188X7I_1_1","v13",392,409,110,-0.048695841
"B189X7I_1_1#v0","B189X7I_1_1","v0",370,402,79,-0.320119551
"B189X7I_1_1#v1","B189X7I_1_1","v1",374,375,60,0.215821365
"B189X7I_1_1#v2","B189X7I_1_1","v2",382,363,53,-0.150796145
"B189X7I_1_1#v3","B189X7I_1_1","v3",434,360,48,0.358246098
"B189X7I_1_1#v4","B189X7I_1_1","v4",411,537,340,0.096518694
"B189X7I_1_1#v5","B189X7I_1_1","v5",344,471,293,-0.838228301
"B189X7I_1_1#v6","B189X7I_1_1","v6",416,380,228,0.366748724
"B189X7I_1_1#v7","B189X7I_1_1","v7",496,450,202,-0.101218643
"B189X7I_1_1#v8","B189X7I_1_1","v8",479,500,160,0.075058351
"B189X7I_1_1#v9","B189X7I_1_1","v9",329,462,127,-0.113587511
"B189X7I_1_1#v10","B189X7I_1_1","v10",360,419,104,-0.510603905
"B190X8I_1_1#v0","B190X8I_1_1","v0",412,307,342,-0.048259128
"B190X8I_1_1#v1","B190X8I_1_1","v1",392,288,321,0.143128145
"B190X8I_1_1#v2","B190X8I_1_1","v2",400,376,300,-0.743779207
"B190X8I_1_1#v3","B190X8I_1_1","v3",308,488,231,0.093140909
"B190X8I_1_1#v4","B190X8I_1_1","v4",423,400,145,0.230301606
"B190X8I_1_1#v5","B190X8I_1_1","v5",412,296,137,0.276553427
"B190X8I_1_1#v6","B190X8I_1_1","v6",458,384,119,0.35757606
"B190X8I_1_1#v7","B190X8I_1_1","v7",462,404,113,-0.035087211
"B190X8I_1_1#v8","B190X8I_1_1","v8",438,389,115,0.258058207
"B191X3I_1_1#v0","B191X3I_1_1","v0",336,593,72,-0.200738373
"B191X3I_1_1#v1","B191X3I_1_1","v1",337,628,49,-0.001106309
"B191X3I_1_1#v2","B191X3I_1_1","v2",442,489,29,0.29306351
"B191X3I_1_1#v3","B191X3I_1_1","v3",394,535,21,-0.112333993
"B191X3I_1_1#v4","B191X3I_1_1","v4",366,568,336,-0.590459196
"B191X3I_1_1#v5","B191X3I_1_1","v5",456,651,211,0.092512502
"B191X3I_1_1#v6","B191X3I_1_1","v6",392,652,212,0.327830255
"B191X3I_1_1#v7","B191X3I_1_1","v7",366,659,206,0.012196337
"B191X3I_1_1#v8","B191X3I_1_1","v8",434,668,207,0.091948355
"B191X3I_1_1#v9","B191X3I_1_1","v9",384,673,187,0.686571698
"B191X3I_1_1#v10","B191X3I_1_1","v10",328,565,101,0.047308117
"B191X3I_1_1#v11","B191X3I_1_1","v11",320,601,94,-0.218902419
"B192X9I_1_1#v0","B192X9I_1_1","v0",382,411,71,-0.225842216
"B192X9I_1_1#v1","B192X9I_1_1","v1",406,451,66,-0.028760041
"B192X9I_1_1#v2","B192X9I_1_1","v2",425,491,65,0.04216198
"B192X9I_1_1#v3","B192X9I_1_1","v3",414,431,56,-0.000967517
"B192X9I_1_1#v4","B192X9I_1_1","v4",307,310,25,0.14011935
"B192X9I_1_1#v5","B192X9I_1_1","v5",229,378,328,-0.134162471
"B192X9I_1_1#v6","B192X9I_1_1","v6",284,300,177,0.244688564
"B192X9I_1_1#v7","B192X9I_1_1","v7",272,432,105,-0.331138946
"B192X9I_1_1#v8","B192X9I_1_1","v8",244,422,106,-0.064439382
"B192X9I_1_1#v9","B192X9I_1_1","v9",326,435,94,-0.124986119
"B192X9I_1_1#v10","B192X9I_1_1","v10",390,491,92,0.065824689
"B193X2I_1_1#v0","B193X2I_1_1","v0",396,389,73,-0.445222784
"B193X2I_1_1#v1","B193X2I_1_1","v1",441,353,60,-0.210470463
"B193X2I_1_1#v2","B193X2I_1_1","v2",384,429,56,-0.398049276
"B193X2I_1_1#v3","B193X2I_1_1","v3",287,513,333,0.031081703
"B193X2I_1_1#v4","B193X2I_1_1","v4",283,475,303,-0.275542209
"B193X2I_1_1#v5","B193X2I_1_1","v5",357,470,241,-0.058855913
"B193X2I_1_1#v6","B193X2I_1_1","v6",474,392,240,-0.099483916
"B193X2I_1_1#v7","B193X2I_1_1","v7",398,485,230,0.034769852
"B193X2I_1_1#v8","B193X2I_1_1","v8",368,506,208,-0.352784724
"B193X2I_1_1#v9","B193X2I_1_1","v9",328,493,165,0.32039423
"B193X2I_1_1#v10","B193X2I_1_1","v10",283,418,115,-0.243435075
"B193X2I_1_1#v11","B193X2I_1_1","v11",306,434,112,-0.120288135
"B193X2I_1_1#v12","B193X2I_1_1","v12",327,433,98,0.027448568
"B194X8I_1_1#v0","B194X8I_1_1","v0",334,415,88,0.331147551
"B194X8I_1_1#v1","B194X8I_1_1","v1",405,353,43,0.110231537
"B194X8I_1_1#v2","B194X8I_1_1","v2",381,438,277,0.082698037
"B194X8I_1_1#v3","B194X8I_1_1","v3",381,490,210,-0.429539843
"B194X8I_1_1#v4","B194X8I_1_1","v4",410,496,135,-0.675116577
"B194X8I_1_1#v5","B194X8I_1_1","v5",449,531,124,-0.080574382
"B194X8I_1_1#v6","B194X8I_1_1","v6",387,403,96,-0.145332223
"B194X8I_1_1#v7","B194X8I_1_1","v7",432,460,100,-0.429170068
"B194X8I_1_1#v8","B194X8I_1_1","v8",410,419,97,-0.213092939
"B195X3I_1_1#v0","B195X3I_1_1","v0",357,452,85,-0.032330638
"B195X3I_1_1#v1","B195X3I_1_1","v1",411,417,74,-0.12648584
"B195X3I_1_1#v2","B195X3I_1_1","v2",427,368,47,-0.016606346
"B195X3I_1_1#v3","B195X3I_1_1","v3",401,362,354,-0.118757725
"B195X3I_1_1#v4","B195X3I_1_1","v4",401,406,333,0.092266739
"B195X3I_1_1#v5","B195X3I_1_1","v5",325,326,320,-0.117481773
"B195X3I_1_1#v6","B195X3I_1_1","v6",353,351,314,-0.239453654
"B195X3I_1_1#v7","B195X3I_1_1","v7",293,323,304,0.107479307
"B195X3I_1_1#v8","B195X3I_1_1","v8",292,275,301,0.107102144
"B195X3I_1_1#v9","B195X3I_1_1","v9",221,463,296,0.038308064
"B195X3I_1_1#v10","B195X3I_1_1","v10",340,422,282,-0.107145192
"B195X3I_1_1#v11","B195X3I_1_1","v11",447,376,218,-0.142574218
"B195X3I_1_1#v12","B195X3I_1_1","v12",422,377,166,0.074576597
"B195X3I_1_1#v13","B195X3I_1_1","v13",395,320,165,-0.117937468
"B195X3I_1_1#v14","B195X3I_1_1","v14",240,317,116,-0.044288589
"B195X3I_1_1#v15","B195X3I_1_1","v15",230,404,117,0.023075132
"B195X3I_1_1#v16","B195X3I_1_1","v16",313,411,107,-0.215480754
"B195X3I_1_1#v17","B195X3I_1_1","v17",271,314,107,0.086387146
"B195X3I_1_1#v18","B195X3I_1_1","v18",348,447,101,0.065559755
"B195X3I_1_1#v19","B195X3I_1_1","v19",298,382,101,-0.245840005
"B195X3I_1_1#v20","B195X3I_1_1","v20",361,412,92,0.014154117
"B196X7I_1_1#v0","B196X7I_1_1","v0",487,377,63,-0.669676746
"B196X7I_1_1#v1","B196X7I_1_1","v1",455,390,52,-0.192886203
"B196X7I_1_1#v2","B196X7I_1_1","v2",485,357,44,-0.363205896
"B196X7I_1_1#v3","B196X7I_1_1","v3",448,366,26,0.127324614
"B196X7I_1_1#v4","B196X7I_1_1","v4",439,342,352,-0.062054607
"B196X7I_1_1#v5","B196X7I_1_1","v5",333,557,329,0.069478206
"B196X7I_1_1#v6","B196X7I_1_1","v6",317,272,317,-0.147910557
"B196X7I_1_1#v7","B196X7I_1_1","v7",355,535,317,-0.152068125
"B196X7I_1_1#v8","B196X7I_1_1","v8",323,546,313,-0.20980792
"B196X7I_1_1#v9","B196X7I_1_1","v9",398,371,313,-0.158405155
"B196X7I_1_1#v10","B196X7I_1_1","v10",398,415,309,-0.327035234
"B196X7I_1_1#v11","B196X7I_1_1","v11",329,370,305,-0.193973394
"B196X7I_1_1#v12","B196X7I_1_1","v12",346,474,300,-0.760740322
"B196X7I_1_1#v13","B196X7I_1_1","v13",346,307,130,-0.289654114
"B196X7I_1_1#v14","B196X7I_1_1","v14",358,399,113,-0.658529499
"B196X7I_1_1#v15","B196X7I_1_1","v15",483,462,104,0.030828252
"B197X8I_1_1#v0","B197X8I_1_1","v0",374,458,68,-0.030340133
"B197X8I_1_1#v1","B197X8I_1_1","v1",465,440,66,-0.714674283
"B197X8I_1_1#v2","B197X8I_1_1","v2",357,460,55,-0.331495134
"B197X8I_1_1#v3","B197X8I_1_1","v3",386,504,50,-0.661555874
"B197X8I_1_1#v4","B197X8I_1_1","v4",408,383,50,-0.114775341
"B197X8I_1_1#v5","B197X8I_1_1","v5",436,305,42,0.355444946
"B197X8I_1_1#v6","B197X8I_1_1","v6",350,422,353,-0.12794904
"B197X8I_1_1#v7","B197X8I_1_1","v7",436,506,245,-0.297254786
"B197X8I_1_1#v8","B197X8I_1_1","v8",492,510,246,-0.430461312
"B197X8I_1_1#v9","B197X8I_1_1","v9",439,526,233,-0.214637336
"B197X8I_1_1#v10","B197X8I_1_1","v10",400,432,222,-0.615682479
"B197X8I_1_1#v11","B197X8I_1_1","v11",386,452,216,0.028982123
"B197X8I_1_1#v12","B197X8I_1_1","v12",441,557,214,-0.054026051
"B197X8I_1_1#v13","B197X8I_1_1","v13",428,301,218,-0.035115521
"B197X8I_1_1#v14","B197X8I_1_1","v14",367,498,104,-0.344101028
"B198X6I_1_1#v0","B198X6I_1_1","v0",493,572,76,-0.126376949
"B198X6I_1_1#v1","B198X6I_1_1","v1",525,565,65,-0.166747856
"B198X6I_1_1#v2","B198X6I_1_1","v2",431,482,8,-0.134774157
"B198X6I_1_1#v3","B198X6I_1_1","v3",448,360,7,0.030651445
"B198X6I_1_1#v4","B198X6I_1_1","v4",470,311,4,0.030651445
"B198X6I_1_1#v5","B198X6I_1_1","v5",409,453,355,-0.038940768
"B198X6I_1_1#v6","B198X6I_1_1","v6",411,552,349,-0.156446284
"B198X6I_1_1#v7","B198X6I_1_1","v7",435,286,349,0.030651445
"B198X6I_1_1#v8","B198X6I_1_1","v8",416,395,353,-0.035089141
"B198X6I_1_1#v9","B198X6I_1_1","v9",406,437,348,-0.111528305
"B198X6I_1_1#v10","B198X6I_1_1","v10",404,255,341,0.030651445
"B198X6I_1_1#v11","B198X6I_1_1","v11",321,288,331,0.030651445
"B198X6I_1_1#v12","B198X6I_1_1","v12",329,182,327,0.057298882
"B198X6I_1_1#v13","B198X6I_1_1","v13",370,197,327,0.057298882
"B198X6I_1_1#v14","B198X6I_1_1","v14",290,294,325,0.030651445
"B198X6I_1_1#v15","B198X6I_1_1","v15",297,225,320,0.057298882
"B198X6I_1_1#v16","B198X6I_1_1","v16",413,341,160,0.030651445
"B198X6I_1_1#v17","B198X6I_1_1","v17",414,484,148,-0.161285143
"B198X6I_1_1#v18","B198X6I_1_1","v18",415,577,113,-0.04096197
"B198X6I_1_1#v19","B198X6I_1_1","v19",412,600,108,-0.012656466
"B198X6I_1_1#v20","B198X6I_1_1","v20",465,617,100,-0.191222315
"B198X6I_1_1#v21","B198X6I_1_1","v21",422,591,100,-0.064671959
"B198X6I_1_1#v22","B198X6I_1_1","v22",438,584,98,-0.016069163
"B199X1I_1_1#v0","B199X1I_1_1","v0",488,408,38,-0.272326422
